Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Omega-3 - DHA,Omega-3 - DPA,Omega-3 - EPA,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Trans Fat,Vitamin A (IU),Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Choline,Fructose,Histidine,Isoleucine,Leucine,Lysine,Manganese,Methionine,Phenylalanine,Starch,Sugar,Threonine,Tryptophan,Valine,Vitamin D,Vitamin E,Vitamin K,Omega-3 - ALA,Omega-6 - Eicosadienoic acid,Omega-6 - Gamma-linoleic acid,Omega-3 - Eicosatrienoic acid,Omega-6 - Dihomo-gamma-linoleic acid,Omega-6 - Linoleic acid,Omega-6 - Arachidonic acid
Enchilada sauce,Soups,,40.0,8.3,0.0,,0.0,1.7,,0.0006,,,6.6,,,,,,,1.7,0.0,,0.867,,667.0,,,,,,,,0.002,,,,,,,,,,,,6.7,,,,,,,,,,,,,
Picante sauce,Soups,,25.0,6.3,0.0,,0.0,3.1,,,,,3.2,,,,,,,0.0,0.0,,0.688,,625.0,,,,,,,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,
Taco sauce,Soups,0.0,50.0,13.0,0.0,,0.0,0.0,,0.0,,,13.0,,,,,,,0.0,0.0,,0.813,,625.0,,,,,,,,0.0,,,,,,,,,,,,6.3,,,,,,,,,,,,,
Indian masala,Soups,0.022,57.0,11.0,0.0,,0.88,2.6,,0.001,,,7.9,,,,,,,3.3,0.18,,0.092,0.0,,,,,,,,,0.0,,,,,,,,,,,,2.3,,,,,,,,,,,,,
Sriracha,Soups,0.018,93.0,19.0,,5.9999999999999995e-05,0.93,2.2,2.2e-05,0.0016,0.016,,17.0,,,,0.046,,0.321,1.9,,4.0000000000000003e-07,2.124,,2574.0,0.000129,8e-05,,0.00022,0.0012,0.00038,0.00046,0.027,0.00023999999999999998,,8.2,,,,,0.00015,,,,15.0,,,,,0.0048,1.1e-05,,,,,,,
Cheese sauce,Soups,0.204,438.0,61.0,0.023,8.999999999999999e-05,18.0,1.0,0.000134,0.0005,0.036,6.9,60.0,0.0,0.0,0.0,0.283,0.98,0.428,7.7,8.4,,3.202,,202.0,5.6e-05,0.00020999999999999998,4.6000000000000004e-07,0.00068,0.0024,0.0015,0.00017999999999999998,0.0009,0.0011,,,,,,,5e-05,,,,10.0,,,,,,,,,,,,,
Chowder,Soups,,99.0,7.5,0.011,,6.3,0.9,,,,1.3,6.6,,,,,1.9,,3.1,1.8,,0.299,,1150.0,5.8e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfredo sauce,Soups,0.467,535.0,37.0,0.056,5.9999999999999995e-05,36.0,2.0,4e-06,0.00094,0.032,14.0,35.0,0.0,0.0,0.0,0.415,8.6,0.254,15.0,13.0,9.3e-06,2.59,,213.0,5.4e-05,0.00016,3.8e-07,5e-05,0.0021000000000000003,0.001,0.00013000000000000002,0.0,0.0015,,,,,,,5.9999999999999995e-05,,,,5.4,,,,,0.0018,6.2e-06,,,,,,,
Chili sauce,Soups,0.009,21.0,3.9,0.0,8.999999999999999e-05,0.6,0.7,1.1e-05,0.0005,0.012,0.41,3.2,0.0,0.0,0.0,0.016,0.07,0.564,0.9,0.08,2.0000000000000002e-07,0.025,,458.0,2.3e-05,1e-05,0.0,8.999999999999999e-05,0.0006,,0.00014000000000000001,0.03,0.00015,0.0060999999999999995,,,,,,,,,,2.6,,,,0.0,0.00035999999999999997,6.7e-06,,,,,,,
Worcestershire sauce,Soups,0.107,78.0,19.0,0.0,0.0002,0.0,0.0,8e-06,0.0053,0.013,0.0,19.0,0.0,0.0,0.0,0.06,0.0,0.8,0.0,0.0,5e-07,0.98,,79.0,5e-06,7.000000000000001e-05,0.0,0.00013000000000000002,0.0007,,0.0,0.013,0.00019,0.0027,,,,,,,,,,10.0,,,,0.0,8e-05,1e-06,,,,,,,
Dashi,Soups,0.187,438.0,65.0,0.013,0.0,14.0,0.2,2.1e-05,0.001,0.056,5.4,65.0,0.0,0.0,0.0,0.166,4.5,0.309,17.0,3.4,2.8e-05,1.067,,500.0,2.5e-05,0.0001,3e-07,0.00043,0.0025,,0.0001,0.0011,8.999999999999999e-05,0.115,,,,,,,,,,14.0,,,,0.0,0.0007199999999999999,6.7e-05,,,,,,,
Succotash,Soups,0.018,99.0,20.0,0.0,0.00019,1.0,3.8,4e-05,0.0018,0.048,0.2,16.0,,,,0.113,0.49,0.369,5.0,0.19,6e-07,0.004,0.0,292.0,1.5e-05,0.00020999999999999998,0.0,8e-05,0.0016,0.00013000000000000002,0.00013000000000000002,0.015,0.00061,,,0.00016,0.00028000000000000003,0.00044,0.0003,0.00069,7.000000000000001e-05,0.00023999999999999998,,,0.00020999999999999998,5.9999999999999995e-05,0.00031,0.0,,,,,,,,,
Egg Drop Soup,Soups,0.007,27.0,4.3,0.023,2e-05,0.61,0.4,7e-06,0.00026000000000000003,0.002,0.19,3.9,0.0,0.0,0.0,0.015,0.13,0.022,1.2,0.17,4.0000000000000003e-07,0.37,0.0,89.0,2e-05,2e-05,3e-08,2e-05,0.00016,0.00011999999999999999,2e-05,0.0065,8.999999999999999e-05,0.033,,1e-05,2.9999999999999997e-05,5e-05,5e-05,1e-05,2e-05,2.9999999999999997e-05,2.5,0.09,4e-05,2.9999999999999997e-05,4e-05,2.0000000000000002e-07,0.00013000000000000002,1.2e-06,0.01,0.0,0.0,0.0,0.0,0.11,
Hot and sour soup,Soups,0.019,39.0,4.4,0.021,2.9999999999999997e-05,1.2,0.5,8e-06,0.00064,0.009,0.29,3.9,0.0,0.0,0.0,0.032,0.31,0.055,2.6,0.23,4.0000000000000003e-07,0.376,0.0,34.0,9e-06,2.9999999999999997e-05,1.0000000000000001e-07,2.9999999999999997e-05,0.00051,0.00023,5.9999999999999995e-05,0.0,0.00022,0.04,0.0,5.9999999999999995e-05,8e-05,0.00015,0.153,8.999999999999999e-05,4e-05,8.999999999999999e-05,2.4,0.42,0.00011,2e-05,8.999999999999999e-05,1.0000000000000001e-07,0.00039,1.1e-06,0.03,0.0,0.0,0.0,0.0,0.27,
Wonton soup,Soups,0.005,32.0,5.3,0.004,2e-05,0.26,0.2,1.3e-05,0.00020999999999999998,0.003,0.08,5.1,0.0,0.0,0.0,0.018,0.07,0.032,2.1,0.06,1.1e-06,0.406,0.0,13.0,1e-06,2e-05,9e-08,2e-05,0.00058,0.00014000000000000001,8e-05,0.0007,0.00011999999999999999,0.019,0.0,4e-05,5.9999999999999995e-05,0.00011999999999999999,5.9999999999999995e-05,2.9999999999999997e-05,2.9999999999999997e-05,7.000000000000001e-05,4.8,0.34,8e-05,1e-05,7.000000000000001e-05,0.0,5.9999999999999995e-05,9.000000000000001e-07,0.0,0.0,0.0,0.0,0.0,0.07,
Tomatillo Salsa Verde,Soups,0.0,47.0,6.3,0.0,,1.6,0.0,,0.0,,,6.3,,,,,,0.203,0.0,0.0,,0.719,,625.0,,,,,,,,0.0038,,,,,,,,,,,,6.3,,,,,,,,,,,,,
Tartar sauce,Soups,0.026,211.0,13.0,0.007,2e-05,17.0,0.5,5e-06,0.00025,0.006,3.6,13.0,0.01,0.0,0.0,0.017,9.0,0.068,1.0,3.3,9.000000000000001e-07,0.667,,165.0,1.1e-05,2e-05,2e-08,2.9999999999999997e-05,8.999999999999999e-05,7.000000000000001e-05,4e-05,0.0023,0.00011999999999999999,0.008,,,,,,0.00011,,,,4.3,,,,0.0,0.0017,5e-05,,,,,,,
Biscuit,Baked Products Breakfast,0.235,353.0,45.0,0.003,8e-05,16.0,1.5,6.1e-05,0.0029,0.018,6.9,43.0,0.0,0.0,0.0,0.164,4.2,0.121,7.0,4.3,2e-05,0.58,,82.0,,0.00035999999999999997,8e-08,0.00031,0.0029,0.00029,4e-05,0.0002,0.00054,,,0.00016,0.00027,0.00051,0.00023,0.00038,0.00013000000000000002,0.00035,,2.2,0.00020999999999999998,8.999999999999999e-05,0.00031,,,,,,,,,,
French bread,Baked Products,0.047,319.0,62.0,0.0,0.00015,2.1,3.1,0.00014,0.0039,0.031,0.39,59.0,0.0,0.0,0.0,0.126,0.83,0.14,13.0,0.5,3e-05,0.72,,0.0,0.0,0.00043,0.0,0.00037,0.0054,0.00062,0.0001,0.0002,0.0011,0.018,,0.00023,0.00041999999999999996,0.00076,0.00033,0.00057,0.00017,0.00054,,3.6,0.00032,0.00013000000000000002,0.00047999999999999996,0.0,0.00019,5e-07,0.05,0.0,0.0,,,,
Italian bread,Baked Products,0.078,271.0,50.0,0.0,0.00019,3.5,3.2,0.000191,0.0029,0.027,0.81,47.0,0.0,0.0,0.0,0.103,1.4,0.11,8.8,0.0,2.7e-05,0.55,,1.0,0.0,0.00047,0.0,0.00029,0.0044,0.00038,5e-05,0.0,0.00086,0.015,,0.00019,0.00033,0.00061,0.0002,0.00046,0.00016,0.00043,,3.2,0.00025,0.0001,0.00038,0.0,0.00029,1.2e-06,,,,,,,
Multigrain bread,Baked Products Breakfast,0.111,288.0,47.0,0.0,0.00031,4.6,8.1,7e-05,0.0027,0.085,0.83,39.0,0.0,0.0,0.0,0.247,2.0,0.25,15.0,0.95,3.6e-05,0.414,0.0,0.0,0.0,0.00023999999999999998,0.0,0.00014000000000000001,0.0044,0.00037,0.00029,0.0001,0.0019,0.029,2.7,0.00022,0.00035,0.0006,0.00031,0.0022,0.00015,0.00041999999999999996,,6.9,0.00029,0.00014000000000000001,0.00043,0.0,0.0004,1.5e-06,,0.0,,,,,
Pita bread,Baked Products,0.086,275.0,56.0,0.0,0.00017,1.2,2.2,0.000107,0.0026,0.026,0.11,54.0,0.0,0.0,0.0,0.097,0.54,0.12,9.1,0.17,2.7e-05,0.536,,0.0,0.0,0.0006,0.0,0.00033,0.0046,0.0004,2.9999999999999997e-05,0.0,0.0008399999999999999,0.015,,0.0002,0.00035,0.00063,0.00022,0.00047999999999999996,0.00016,0.00045,,1.3,0.00026000000000000003,0.00011,0.00039,0.0,0.0003,2.0000000000000002e-07,,,,,,,
Rye bread,Baked Products,0.073,259.0,48.0,0.0,0.00019,3.3,5.8,0.00011,0.0028,0.04,1.3,43.0,0.0,0.0,0.0,0.125,0.8,0.166,8.5,0.63,3.1e-05,0.603,,7.0,0.0,0.00043,0.0,0.00034,0.0038,0.00044,8e-05,0.0004,0.0011,0.015,,0.00017999999999999998,0.00032,0.00058,0.00023,0.00082,0.00014000000000000001,0.00041,,3.9,0.00026000000000000003,0.0001,0.00038,0.0,0.00033,1.2e-06,,,,,,,
White Bread,Baked Products Breakfast,0.144,266.0,49.0,0.0,0.0001,3.3,2.7,0.000111,0.0036,0.023,0.6,47.0,0.0,0.0,0.0,0.098,1.6,0.126,8.9,0.7,2.2e-05,0.49,0.03,1.0,0.0,0.00053,0.0,0.00023999999999999998,0.0048,0.00054,8.999999999999999e-05,0.0,0.00074,0.015,2.4,,,,,0.00054,,,37.0,5.7,,,,0.0,0.00022,2.0000000000000002e-07,0.17,0.0,0.0,0.0,0.0,,
Bread crumbs,Baked Products,0.183,395.0,72.0,0.0,0.00026000000000000003,5.3,4.5,0.000107,0.0048,0.043,1.0,67.0,0.0,0.0,0.0,0.165,2.1,0.196,13.0,1.2,2.5e-05,0.732,,0.0,0.0,0.0009699999999999999,3.5e-07,0.0004,0.0066,0.00055,0.00011999999999999999,0.0,0.0015,0.015,2.5,0.0003,0.00054,0.0009599999999999999,0.00043,0.00092,0.00023,0.00066,60.0,6.2,0.00043,0.00016,0.0006,0.0,8e-05,6.5999999999999995e-06,,,,,,,
Bread sticks,Baked Products,0.022,412.0,68.0,0.0,0.00019,9.5,3.0,0.000162,0.0043,0.032,3.6,65.0,0.0,0.0,0.0,0.121,3.6,0.124,12.0,1.4,3.8e-05,0.713,,0.0,0.0,0.0005899999999999999,0.0,0.00055,0.0053,0.00054,7.000000000000001e-05,0.0,0.00088,0.015,,0.00026000000000000003,0.00046,0.0008399999999999999,0.00028000000000000003,0.0005600000000000001,0.00020999999999999998,0.0005899999999999999,,1.3,0.00034,0.00014000000000000001,0.0005200000000000001,0.0,0.001,2.2e-06,,,,,,,
Cracker,Baked Products,0.12,510.0,61.0,0.0,0.0001,26.0,2.3,9.2e-05,0.004,0.018,6.6,59.0,0.0,0.0,0.0,0.248,13.0,0.118,6.6,5.6,6.7e-06,0.726,1.1,0.0,0.0,0.00041999999999999996,0.0,0.00046,0.0044,0.00041999999999999996,5.9999999999999995e-05,0.0,0.00049,0.0096,0.29,0.00015,0.00025,0.00047,0.0001,0.00049,0.00011,0.00033,50.0,8.2,0.00019,8e-05,0.00029,0.0,0.003,6.9e-05,1.5,0.01,0.06,0.0,0.0,11.0,
Crouton,Baked Products,0.076,407.0,74.0,0.0,0.00016,6.6,5.1,0.000132,0.0040999999999999995,0.031,3.1,68.0,0.0,0.0,0.0,0.115,1.3,0.124,12.0,1.5,3.8e-05,0.698,,0.0,0.0,0.00062,0.0,0.00027,0.0054,0.00043,2.9999999999999997e-05,0.0,0.0008900000000000001,,,0.00026000000000000003,0.00046,0.00083,0.00028000000000000003,0.0005,0.00020999999999999998,0.0005899999999999999,,,0.00034,0.00014000000000000001,0.00051,,,,,,,,,,
Filo,Baked Products,0.011,299.0,53.0,0.0,0.0001,6.0,1.9,8.8e-05,0.0032,0.015,3.1,51.0,0.0,0.0,0.0,0.075,0.92,0.074,7.1,1.5,2.3e-05,0.483,,0.0,0.0,0.00054,0.0,0.00034,0.0040999999999999995,0.0003,2.9999999999999997e-05,0.0,0.00049,0.006900000000000001,,0.00016,0.00025,0.00049,0.00016,0.00047999999999999996,0.00013000000000000002,0.00035999999999999997,,0.18,0.00019,8.999999999999999e-05,0.00029,0.0,8e-05,2.5e-06,,,,,,,
Bagel,Baked Products Breakfast,0.02,250.0,49.0,0.0,0.00017999999999999998,1.5,4.1,7.6e-05,0.0028,0.051,0.29,45.0,0.0,0.0,0.0,0.142,0.94,0.165,10.0,0.0,2.9e-05,0.439,0.0,0.0,0.0,0.0004,0.0,0.00020999999999999998,0.0034,0.00038,0.00015,0.0,0.0011,0.009800000000000001,,,,,,0.0014,,,,6.1,,,,0.0,0.00032,1.5e-06,,0.0,,,,,
Focaccia,Baked Products,0.035,249.0,36.0,0.0,8.999999999999999e-05,7.9,1.8,0.000138,0.0032,0.02,5.7,34.0,0.0,0.0,0.0,0.128,0.99,0.114,8.8,0.88,1.6e-05,0.561,0.0,2.0,0.0,0.00047,0.0,0.0003,0.0037,0.00065,0.00011,0.0,0.0013,0.0029,,,,,,0.00035999999999999997,,,,1.8,,,,0.0,0.0014,5.7000000000000005e-06,,,,,,,
Hot dog,Fast Foods,0.099,290.0,4.2,0.077,0.0001,26.0,0.0,6e-06,0.0011,0.015,11.0,4.2,0.0,0.0,0.0,0.206,4.4,0.152,10.0,7.7,1.3e-05,1.09,,0.0,0.0,5.9999999999999995e-05,1.6000000000000001e-06,0.00011999999999999999,0.0027,0.00031,0.00017,0.0,0.0012,,,0.00033,0.00053,0.00091,0.0009599999999999999,5e-05,0.00029,0.00045,,,0.00047,0.00011,0.0005600000000000001,,0.00019,,,,,,,,
Veggie burger,Fast Foods,0.136,177.0,14.0,0.005,0.0002,6.3,4.9,0.000124,0.0024,0.056,1.8,9.4,0.0,0.0,0.0,0.206,2.0,0.333,16.0,1.4,2.3e-05,0.569,,16.0,1e-06,0.0027,2e-06,0.00023999999999999998,0.0038,0.00029,0.0003,0.0045,0.0013,0.019,0.13,0.00047,0.00078,0.0014,0.001,0.00095,0.00029,0.0008900000000000001,5.8,1.1,0.00061,0.00016,0.0008900000000000001,0.0,0.00023,4.2000000000000004e-06,0.08,0.0,0.0,,,,
Hash browns,Fast Foods,0.019,272.0,29.0,0.0,0.0001,17.0,2.7,1.2e-05,0.0006,0.021,7.8,26.0,0.0,0.0,0.0,0.098,5.7,0.355,2.6,2.5,4.0000000000000003e-07,0.566,0.06,2.0,0.0,0.00014000000000000001,0.0,4e-05,0.0018,0.00038,0.00019,0.0054,0.00035999999999999997,0.018,0.24,,,,,0.00016,,,26.0,0.56,,,,0.0,0.0026,9.9e-06,0.44,0.01,0.03,0.0,0.0,5.1,
Cheeseburger,Fast Foods,0.119,308.0,28.0,0.043,0.00011,15.0,2.0,7e-05,0.0027,0.026,5.4,26.0,0.0,0.01,0.01,0.161,1.7,0.196,17.0,6.5,2e-05,0.515,0.57,254.0,5e-05,0.00029,7.6e-07,0.00035999999999999997,0.0052,0.00055,0.00023,0.0,0.0025,0.029,1.9,0.00045,0.00076,0.0013,0.00078,0.00032,0.00038,0.00076,20.0,4.9,0.00057,0.00016,0.00088,1.0000000000000001e-07,0.0005200000000000001,4.2000000000000004e-06,0.13,0.0,0.01,0.0,0.02,1.3,
Chicken sandwich,Fast Foods,0.058,250.0,21.0,0.035,7.000000000000001e-05,11.0,1.4,4.7e-05,0.0018,0.024,4.5,19.0,0.0,0.0,0.0,0.185,3.2,0.245,16.0,2.1,2e-05,0.753,0.03,32.0,3e-06,0.00023,1.3e-07,0.0003,0.0077,0.0012,0.00038,0.0008,0.00061,0.035,0.97,,,,,0.00022,,,17.0,3.6,,,,1.0000000000000001e-07,0.0024,8.5e-06,0.2,0.01,0.01,0.0,0.01,2.9,
Fish sandwich,Fast Foods,0.037,257.0,27.0,0.035,8e-05,12.0,1.0,4.6e-05,0.0015,0.025,2.6,26.0,0.06,0.0,0.03,0.116,6.3,0.206,10.0,1.9,1.8e-05,0.602,0.08,87.0,6e-06,0.00020999999999999998,6.800000000000001e-07,0.00014000000000000001,0.0022,0.00037,7.000000000000001e-05,0.0018,0.00049,0.029,1.5,,,,,0.00026000000000000003,,,,3.5,,,,2.0000000000000002e-07,0.00055,1.4e-05,0.49,0.01,0.02,0.0,0.0,5.6,
Hamburger,Fast Foods,0.102,295.0,24.0,0.047,8.999999999999999e-05,14.0,0.9,5.6e-05,0.0029,0.02,5.5,23.0,,,,0.136,0.38,0.226,17.0,5.1,,0.414,0.81,0.0,0.0,0.00022,1.4e-06,0.00025,0.0054,0.00031,0.0002,0.0,0.0029,,2.0,0.00051,0.0007199999999999999,0.0013,0.0012,0.00022,0.00037,0.00068,,4.2,0.00067,0.00020999999999999998,0.00082,,,,,,,,,,
Roast beef sandwich,Fast Foods,0.055,244.0,22.0,0.03,0.00011,10.0,1.3,5.1e-05,0.0026,0.023,4.0,21.0,0.0,0.01,0.01,0.2,1.8,0.224,15.0,3.4,1.8e-05,0.653,0.39,8.0,2e-06,0.00022,9.6e-07,0.00029,0.0043,,0.00022,0.0,0.0023,0.032,1.5,,,,,0.00023,,,18.0,3.8,,,,0.0,0.00043,2.8e-06,0.15,0.0,0.01,0.0,0.01,1.5,
French fries,Fast Foods,0.018,312.0,41.0,0.0,0.00011999999999999999,15.0,3.8,3e-05,0.0008100000000000001,0.035,6.0,38.0,0.0,0.0,0.0,0.125,5.4,0.579,3.4,2.3,9.000000000000001e-07,0.21,0.06,0.0,0.0,0.00017,0.0,4e-05,0.003,0.00058,0.00037,0.0047,0.0005,0.037,,,,,,0.00025,,,,0.3,,,,0.0,0.0017,1.1e-05,0.41,0.01,0.03,0.0,0.0,4.9,
McDonald's hamburger,Fast Foods,0.127,264.0,30.0,0.027,0.0001,10.0,1.3,6.4e-05,0.0029,0.021,3.8,29.0,0.0,0.01,0.0,0.107,1.4,0.192,13.0,3.5,2.6e-05,0.494,0.43,55.0,,0.00025,8.3e-07,0.00023999999999999998,0.0045,,,0.0006,0.002,,3.3,,,,,0.00032,,,,6.0,,,,,,,0.13,0.0,0.0,0.0,0.01,1.1,
McDonald's Filet-O-Fish,Fast Foods,0.12,282.0,26.0,0.032,7.000000000000001e-05,15.0,1.4,2.1e-05,0.0016,0.027,4.0,25.0,0.06,0.01,0.03,0.137,6.0,0.22,11.0,2.8,2.6e-05,0.434,0.13,,,0.00020999999999999998,1.1e-06,0.00013000000000000002,0.0022,,,0.0003,0.00058,,1.9,,,,,0.00026000000000000003,,,,3.7,,,,,0.0012,4.9000000000000005e-06,0.61,0.01,0.02,0.0,0.01,5.1,
McDonald's Cheeseburger,Fast Foods,0.167,263.0,28.0,0.035,0.0001,12.0,1.1,5.9e-05,0.0024,0.02,3.6,27.0,,,,0.14,0.36,0.2,13.0,4.4,,0.626,0.65,243.0,,0.00022,8.6e-07,0.00026000000000000003,0.004,,,0.0006,0.0019,,2.6,,,,,0.00023,,,,6.2,,,,,,,,,,,,,
McDonald's Quarter Pounder,Fast Foods,0.084,244.0,22.0,0.039,0.00011,12.0,1.6,5.6e-05,0.0024,0.022,4.2,21.0,,,,0.124,0.28,0.227,14.0,4.0,,0.427,0.72,56.0,,0.00017999999999999998,1.3e-06,0.00034,0.0045,,,0.0009,0.0027,,2.2,,,,,0.0002,,,,5.1,,,,,,,,,,,,,
McDonald's Big Mac,Fast Foods,0.116,257.0,20.0,0.036,0.0001,15.0,1.6,4.6e-05,0.002,0.02,3.5,18.0,,,,0.122,0.31,0.181,12.0,3.8,,0.46,0.59,188.0,,0.00017999999999999998,8.8e-07,0.00020999999999999998,0.0034,,,0.0004,0.0019,,1.7,,,,,0.00020999999999999998,,,,4.0,,,,,,,,,,,,,
McDonald's french fries,Fast Foods,0.019,323.0,43.0,,0.00011,15.0,3.9,,0.0008,0.037,7.4,39.0,0.0,0.0,0.0,0.127,4.7,0.596,3.4,2.3,4.0000000000000003e-07,0.189,0.06,0.0,0.0,0.00017999999999999998,,4e-05,0.0032,0.0005899999999999999,0.00038,0.0056,0.00051,0.04,0.0,,,,,0.00025,,,38.0,0.21,,,,,0.0014,1.6e-05,0.38,0.01,0.03,0.0,0.0,4.3,
Burger King Whopper,Fast Foods,0.039,233.0,19.0,0.03,1e-05,13.0,1.8,4.7e-05,0.0044,0.018,4.7,17.0,0.0,0.0,0.0,0.09,3.4,0.169,11.0,4.3,1.8e-05,0.313,0.51,,,0.00022,,0.00017999999999999998,0.0029,0.00017,8.999999999999999e-05,0.0002,0.0028,,1.7,0.00025,0.00035,0.00076,0.0005899999999999999,0.00017999999999999998,0.00020999999999999998,0.00046,14.0,4.2,0.00037,7.000000000000001e-05,0.00041999999999999996,,0.00015,2e-05,0.28,0.0,0.0,,,2.8,
Pepperoni Pizza,Fast Foods,0.146,298.0,30.0,0.025,0.00011,14.0,1.8,,0.0021000000000000003,0.022,4.4,29.0,,,,0.205,3.5,0.199,12.0,5.3,2.1e-05,0.692,,171.0,4.7e-05,0.00029,6.4e-07,0.00025,0.0038,0.00038,0.00014000000000000001,0.0,0.0015,,0.37,0.00032,0.00049,0.00095,0.00065,0.00035999999999999997,0.00025,0.0005600000000000001,23.0,3.2,0.00037,0.00011999999999999999,0.0006,,0.00078,1.9e-05,0.36,0.03,0.0,,,,
Pizza,Fast Foods,0.188,266.0,33.0,0.017,0.00011,9.7,2.3,9.3e-05,0.0025,0.024,2.6,31.0,0.0,0.0,0.0,0.216,1.7,0.172,11.0,4.5,2e-05,0.598,0.24,358.0,6.9e-05,0.00039,4.2e-07,0.0002,0.0038,,8e-05,0.0014,0.0013,0.016,1.0,0.00035999999999999997,0.0005600000000000001,0.0011,0.0007700000000000001,0.00035999999999999997,0.00026000000000000003,0.00066,27.0,3.6,0.00041,,0.0007199999999999999,0.0,0.00083,6.7e-06,0.18,0.0,0.0,0.0,0.01,1.4,
Chicken McNuggets,Fast Foods,0.011,302.0,15.0,0.044,5e-05,20.0,,,0.0008900000000000001,0.024,8.1,15.0,0.0,0.0,0.0,0.272,5.6,0.252,16.0,3.3,,0.566,0.11,,,0.00016,3.3e-07,0.00011,0.0074,0.00088,0.0004,0.0012,0.0005899999999999999,,0.0,,,,,0.00014000000000000001,,,,0.08,,,,,,,0.3,0.01,0.03,0.0,0.02,5.1,
McChicken Sandwich,Fast Foods,0.088,273.0,28.0,0.027,8e-05,13.0,1.3,,0.0017,0.02,4.4,27.0,0.0,0.0,0.0,0.139,5.0,0.173,10.0,2.3,,0.624,0.08,,,0.00020999999999999998,1.9e-07,0.0002,0.0039,,,,0.00063,,1.9,,,,,0.00035999999999999997,,,,3.6,,,,,,,0.43,0.01,0.02,0.0,0.01,4.4,
Egg McMUFFIN,Fast Foods,0.192,228.0,22.0,0.165,8e-05,9.7,1.1,7.9e-05,0.0023,0.02,2.7,21.0,0.02,0.01,0.0,0.2,1.7,0.173,14.0,3.6,,0.617,0.11,,,0.00026000000000000003,,0.00037,0.0031,0.0008399999999999999,0.00015,0.0012,0.0013,,0.43,,,,,0.00023999999999999998,,,,2.1,,,,,0.0005899999999999999,,0.11,0.01,0.0,0.0,0.01,1.4,
KFC Fried Chicken,Fast Foods,0.117,384.0,19.0,0.082,8e-05,28.0,0.0,,0.00088,0.025,14.0,19.0,0.0,0.01,0.0,0.252,5.4,0.244,14.0,6.3,1.7e-05,1.042,0.21,66.0,2e-05,8e-05,3.2e-07,0.0002,0.0054,0.00088,0.00014000000000000001,,0.00087,,0.0,0.00034,0.00041999999999999996,0.00086,0.00062,0.0003,0.00020999999999999998,0.00054,17.0,0.0,0.00047,0.00011,0.0005200000000000001,,0.0012,,0.76,0.02,0.05,0.0,0.03,4.3,
Club sandwich,Fast Foods,0.095,220.0,20.0,0.046,8.999999999999999e-05,8.1,1.2,3.1e-05,0.0014,0.032,2.9,19.0,0.01,0.0,0.0,0.215,1.9,0.226,17.0,3.1,2.5e-05,0.63,0.07,359.0,3.5e-05,0.00017,4.6999999999999995e-07,0.00019,0.0056,0.00083,0.0003,0.0044,0.0013,0.048,,,,,,,,,,4.7,,,,1.0000000000000001e-07,0.00061,8.7e-06,,,,,,,
Beef Stroganoff,"Meals, Entrees, and Side Dishes",0.02,98.0,9.0,0.021,0.0001,4.6,0.6,6.7e-05,0.00088,0.002,1.6,8.4,0.0,0.0,0.0,0.05,0.25,0.14,5.1,2.3,7.599999999999999e-06,0.435,,820.0,8.4e-05,4e-05,2.6e-07,8.999999999999999e-05,0.0001,,5.9999999999999995e-05,0.0,0.0011,0.018,,,,,,,,,,1.7,,,,0.0,0.00041,0.000103,,,,,,,
Bran cereal,"Meals, Entrees, and Side Dishes",0.389,259.0,74.0,0.0,0.001,4.9,29.0,0.00131,0.018,0.362,0.89,45.0,0.0,0.0,0.0,1.15,2.0,1.02,13.0,1.1,9.4e-06,0.258,0.0,1747.0,0.000522,0.0023,1.9e-05,0.0027,0.015,0.0011,0.012,0.02,0.012,0.049,0.36,0.00028000000000000003,0.00035,0.0007,0.00035,0.0074,0.00017,0.00047999999999999996,22.0,16.0,0.00038,0.00022,0.0005200000000000001,4.2999999999999995e-06,0.0012,5.2e-06,,0.0,,,,,
Kellogg's Apple Jacks,"Meals, Entrees, and Side Dishes",0.012,375.0,88.0,0.0,0.0001,3.4,9.3,0.000357,0.016,0.029,0.6,79.0,0.0,0.0,0.0,0.07,0.9,0.112,5.1,1.9,5.6e-06,0.466,0.0,1786.0,0.000527,0.0013,5.4e-06,0.0015,0.018,0.00035,0.0018,0.054,0.0054,0.0075,,0.00014000000000000001,0.00019,0.00047,0.00013000000000000002,0.0005,8e-05,0.00025,,44.0,0.00017999999999999998,5.9999999999999995e-05,0.00026000000000000003,3.6000000000000003e-06,0.00011999999999999999,4.0000000000000003e-07,,0.0,,,,,
